Ragione sociale;Partita IVA;Provincia;Indirizzo sede legale Regione; ultimo Bilancio Ricav delle vendite ;SISTEMA PREVALENTE
BABY EXPERT SRL (TV);4845240268;Treviso;Veneto;1314474;Sistema ARREDAMENTO
MAJOR SRL;914330964;Monza e della Brianza;Lombardia;1312586;Sistema ARREDAMENTO
CARLO ASNAGHI STYLE SRL;4786430969;Monza e della Brianza;Lombardia;1308832;Sistema ARREDAMENTO
TECNARREDO SRL;1280740729;Bari;Puglia;1308591;Sistema ARREDAMENTO
PIGOLI SALOTTI SRL;681700969;Monza e della Brianza;Lombardia;1297287;Sistema ARREDAMENTO
J.E J. SRL;1312740416;Pesaro Urbino;Marche;1295014;Sistema ARREDAMENTO
ENRICO PELLIZZONI SRL;2027830138;Como;Lombardia;1287320;Sistema ARREDAMENTO
STATUS CONTRACT SRL;4390850966;Monza e della Brianza;Lombardia;1279129;Sistema ARREDAMENTO
LASA SRL;3056550266;Treviso;Veneto;1276844;Sistema ARREDAMENTO
3 EMME ECO COMFORT SRL;4479460653;Salerno;Campania;1273672;Sistema ARREDAMENTO
MOBILI D ARTE CANTIERO SRL;1526100233;Verona;Veneto;1272254;Sistema ARREDAMENTO
ALBANESE INDUSTRIARREDI SRL;5666350821;Palermo;Sicilia;1272164;Sistema ARREDAMENTO
RADICE MOBILI SRL;338060130;Como;Lombardia;1261264;Sistema ARREDAMENTO
SEVERI ARREDAMENTI SRL;1000060515;Arezzo;Toscana;1254360;Sistema ARREDAMENTO
BERTOLINI ARTE SRL;3438820247;Vicenza;Veneto;1253703;Sistema ARREDAMENTO
NUOVE LINEE SRL;6741500729;Bari;Puglia;1244549;Sistema ARREDAMENTO
ANACLETO MARIANI SRL;930210968;Monza e della Brianza;Lombardia;1242866;Sistema ARREDAMENTO
LEONFLEX SRL;8316951006;Roma;Lazio;1242764;Sistema ARREDAMENTO
3N CORNICI SRL;2939210619;Caserta;Campania;1242537;Sistema ARREDAMENTO
BRUMA SALOTTI SRL;5489280726;Bari;Puglia;1242045;Sistema ARREDAMENTO
FONTI LUIGI EREDI SRL;513370015;Torino;Piemonte;1240789;Sistema ARREDAMENTO
MOBILSNAIDERO SRL;153500301;Udine;Friuli-Venezia Giulia;1240480;Sistema ARREDAMENTO
ARREDAMENTI CANESCHI SRL;290200518;Arezzo;Toscana;1230821;Sistema ARREDAMENTO
ROZZONI MOBILI SRL;2263100162;Bergamo;Lombardia;1226638;Sistema ARREDAMENTO
CASA DEL MATERASSO SRL;1038830376;Bologna;Emilia-Romagna;1224242;Sistema ARREDAMENTO
MATERASSI GRITTI SRL;1701020982;Brescia;Lombardia;1220592;Sistema ARREDAMENTO
G E G ITALIA SRL;1259240479;Pistoia;Toscana;1219208;Sistema ARREDAMENTO
MOGG SRL;3372080139;Como;Lombardia;1217413;Sistema ARREDAMENTO
IDEALCUCINE SRL;1215350198;Cremona;Lombardia;1217226;Sistema ARREDAMENTO
PIZETACI SRL;3819110267;Treviso;Veneto;1216669;Sistema ARREDAMENTO
ZEMMA SRL;225270131;Como;Lombardia;1196787;Sistema ARREDAMENTO
RADICE 1848 SRL;2932850130;Como;Lombardia;1193244;Sistema ARREDAMENTO
LORAN SALOTTI SRL;1997010226;Trento;Trentino-Alto Adige;1193065;Sistema ARREDAMENTO
I.F.T. IDEAL FORM TEAM SRL;109870428;Ancona;Marche;1185063;Sistema ARREDAMENTO
ICOR SRL;527190631;Napoli;Campania;1182724;Sistema ARREDAMENTO
FLEX LAT SRL;837850965;Salerno;Campania;1182402;Sistema ARREDAMENTO
SPAZIODESIGN SRL;4114200720;Bari;Puglia;1180531;Sistema ARREDAMENTO
HT SRL;5203310965;Milano;Lombardia;1169861;Sistema ARREDAMENTO
XEDRA SRL;2227370307;Udine;Friuli-Venezia Giulia;1166012;Sistema ARREDAMENTO
ARTEA CUCINE SRL;2778230793;Catanzaro;Calabria;1165236;Sistema ARREDAMENTO
PRIMA FILA DIVANI SRL;3611770268;Padova;Veneto;1165062;Sistema ARREDAMENTO
ART LEATHER SRL;1446940478;Pistoia;Toscana;1161978;Sistema ARREDAMENTO
SEGALA SRL;3137640243;Vicenza;Veneto;1150653;Sistema ARREDAMENTO
DEXO ORSENIGO SRL;2527680132;Como;Lombardia;1147460;Sistema ARREDAMENTO
B LINE SRL;2774560243;Padova;Veneto;1142116;Sistema ARREDAMENTO
CREAZIONI ARTISTICHE FIORENT;871820510;Arezzo;Toscana;1134975;Sistema ARREDAMENTO
CIA INTERNATIONAL SRL;694760968;Monza e della Brianza;Lombardia;1117850;Sistema ARREDAMENTO
